WGATAR_position,WGATAR_chr,WGATAR_id,WGATAR_start,WGATAR_end,WGATAR_to_GATA1_peak_summit,Number_editable_bases,background_genes_counts_on_TAD,WGATAG_to_nearest_gene_distance,dis_motif2motif,RAD21,GATA1,TAL1,LDB1,CTCF,MED1,ATAC,BRD4,NIPBL,GATA2,effect_value,PHRED,phylop,chromatin_state,delta_occupancy,delta_atac,scores_evo2,GC_content
chr2:219320175-219320181,chr2,WGATAR_1592,219320175,219320181,445,1,12,-56234,14,3.75,4.0,4.0,3.5,2.0,1.25,0.0,0.25,1.25,1.25,0.220234555,1.360285714285714,0.0,1,0.47449064,0.010573864,-0.2850799560546875,0.3
chr2:219432377-219432383,chr2,WGATAR_1597,219432377,219432383,701,3,12,-921,112196,4.5,9.5,8.5,2.5,5.25,1.0,0.0,7.0,4.5,4.5,0.189286234,9.659636363636364,-0.141833,17,0.23027551,0.010501862,4.749794006347656,0.4
chr2:232378823-232378829,chr2,WGATAR_1629,232378823,232378829,265,3,20,-6857,1794,5.75,22.25,8.0,4.75,10.25,9.75,4.68,30.0,13.5,5.5,0.209151978,7.852230769230768,0.0,15,0.08859968,0.027614355,-2.6981353759765625,0.45
chr2:232380623-232380629,chr2,WGATAR_1630,232380623,232380629,2,2,20,-1547,1794,3.0,27.0,4.5,6.5,6.5,5.0,0.0,16.0,9.25,4.25,-0.272070795,15.663333333333332,0.216167,10,0.33389163,0.12939239,-8.955192565917969,0.35
chr2:232435799-232435805,chr2,WGATAR_1632,232435799,232435805,26,4,20,-14771,37,8.75,146.75,40.0,44.0,5.0,4.5,7.28,18.25,14.75,13.5,0.126608557,1.85525,0.0,16,0.40753222,0.22149658,-10.25640869140625,0.35
chr2:232435842-232435848,chr2,WGATAR_1631,232435842,232435848,17,2,20,-14728,37,10.75,168.5,43.0,52.0,5.75,6.25,7.28,20.75,17.75,14.5,0.374676677,0.0,0.116833,16,1.2874784,1.6545875,-8.89794921875,0.55
chr2:232475959-232475965,chr2,WGATAR_1635,232475959,232475965,219,2,20,-18473,78,18.25,8.75,7.25,5.25,35.75,5.0,3.64,6.0,9.5,1.75,0.478917113,10.102714285714285,0.0,28,0.21607447,0.14943886,-2.4683456420898438,0.3
chr2:232476043-232476049,chr2,WGATAR_1634,232476043,232476049,135,3,20,-18557,78,34.5,12.0,11.25,10.25,87.25,8.25,5.2,8.5,12.75,3.25,0.54868392,5.174333333333333,0.0,28,0.7917721,0.1777029,-2.6003875732421875,0.35
chr2:232476200-232476206,chr2,WGATAR_1633,232476200,232476206,22,1,20,-18714,151,57.5,25.5,14.0,20.75,147.25,7.25,18.72,14.75,12.25,6.5,0.525391101,6.632500000000001,0.0,28,1.4402447,0.87072945,-0.95556640625,0.35
chr2:232476745-232476751,chr2,WGATAR_1637,232476745,232476751,49,3,20,-19259,42,11.25,95.25,17.25,18.5,19.75,10.25,32.76,32.25,13.25,19.25,0.35328363,5.208058823529411,0.0,20,1.3803191,0.5546541,1.358673095703125,0.5
chr2:232476793-232476799,chr2,WGATAR_1636,232476793,232476799,1,3,20,-19307,42,9.0,106.25,19.5,18.5,21.0,10.25,27.04,31.75,14.5,21.0,1.785999172,6.878,0.0,20,1.131433,0.5332012,1.89166259765625,0.4
chr2:232543889-232543895,chr2,WGATAR_1638,232543889,232543895,231,4,20,-27711,258,1.5,14.0,12.25,7.25,4.5,2.25,3.64,5.75,5.75,2.75,1.02644861,6.254818181818183,0.0,20,0.9869874,0.05509758,0.968414306640625,0.5
chr2:232544153-232544159,chr2,WGATAR_1640,232544153,232544159,33,1,20,-27447,258,7.75,55.25,31.75,49.0,4.25,8.25,7.8,18.75,11.25,7.5,1.146786967,2.266,0.0461667,16,1.8793691,1.2289534,0.53179931640625,0.5
chr2:232544704-232544710,chr2,WGATAR_1639,232544704,232544710,584,3,20,-26896,545,6.5,9.25,5.25,3.25,7.75,3.25,1.56,4.0,7.25,1.75,0.354953753,5.47,0.0,10,0.19000608,-0.017094374,0.379058837890625,0.2
chr2:232652434-232652440,chr2,WGATAR_1641,232652434,232652440,69,4,20,-1453,56,1.75,12.75,5.5,3.0,6.5,4.75,0.52,3.25,3.25,2.75,0.805666972,3.2175714285714276,-0.664167,5,0.48515916,0.35708952,-1.6025390625,0.35
chr2:232652496-232652502,chr2,WGATAR_1642,232652496,232652502,7,2,20,-1515,56,1.75,12.5,6.75,2.75,6.5,4.5,0.52,2.25,2.25,3.75,0.468711538,5.38025,0.0,5,0.45697546,0.8558674,-0.414886474609375,0.4
chr20:34050441-34050447,chr20,WGATAR_1652,34050441,34050447,5,2,16,-7874,53,7.75,122.0,55.5,119.25,13.0,10.25,21.84,30.0,16.5,14.25,2.383784491,7.37625,-0.0826667,16,2.0604014,1.2307224,1.2693023681640625,0.65
chr20:34050500-34050506,chr20,WGATAR_1651,34050500,34050506,54,2,16,-7933,53,7.25,131.75,47.0,108.5,13.0,8.75,10.92,27.0,15.0,14.75,1.154302923,8.201733333333333,0.0,16,1.1801836,0.6681242,1.3837127685546875,0.55
chr20:34051594-34051600,chr20,WGATAR_1650,34051594,34051600,1148,1,16,-9027,1088,18.25,4.25,5.5,5.25,89.25,6.25,6.24,3.25,9.5,2.75,1.271093145,8.074541666666667,0.0,25,0.21545815,-0.013231993,-0.51165771484375,0.45
chr20:34102180-34102186,chr20,WGATAR_1657,34102180,34102186,315,2,16,-4497,43,19.0,32.5,18.75,9.0,8.75,10.0,9.88,44.75,13.75,7.75,0.694182781,4.463777777777778,0.0,25,0.92926836,0.3802364,0.807830810546875,0.55
chr20:34102229-34102235,chr20,WGATAR_1656,34102229,34102235,266,2,16,-4448,43,17.0,40.5,20.75,10.75,7.5,11.25,9.88,50.25,15.25,8.5,0.501549659,9.933576923076924,0.0,20,0.25848103,0.13993359,0.8260498046875,0.35
chr20:34102508-34102514,chr20,WGATAR_1655,34102508,34102514,13,1,16,-4169,114,23.0,95.5,40.0,30.5,20.75,17.75,42.12,83.25,36.75,15.75,1.02374689,1.5793333333333335,0.0,26,1.6773449,1.4621735,2.66668701171875,0.45
chr20:34102628-34102634,chr20,WGATAR_1654,34102628,34102634,133,2,16,-4049,114,17.75,75.0,26.75,23.25,28.25,17.5,25.48,53.75,25.25,15.75,0.942534037,1.0792608695652175,0.0,0,0.84355307,0.16569948,1.651458740234375,0.5
chr20:34102791-34102797,chr20,WGATAR_1653,34102791,34102797,296,1,16,-3886,157,8.0,28.25,12.0,7.75,13.5,7.75,17.68,20.75,12.0,7.25,1.160780709,14.956363636363637,0.523333,20,0.025072992,0.0064902306,0.813720703125,0.65
chr20:34105163-34105169,chr20,WGATAR_1658,34105163,34105169,6,4,16,-1514,2366,2.0,17.0,6.0,6.5,2.5,4.75,3.64,6.25,6.75,5.0,1.508151987,1.868666666666667,0.0,20,1.3155634,0.68843365,1.39892578125,0.6
chr20:34172800-34172806,chr20,WGATAR_1661,34172800,34172806,59,1,16,-3441,59,12.25,139.25,7.0,14.5,4.75,4.5,13.0,10.25,6.75,11.5,0.341122436,3.9360625,0.0,20,0.6828743,0.21341419,1.432861328125,0.6
chr20:34172865-34172871,chr20,WGATAR_1660,34172865,34172871,6,3,16,-3376,59,11.75,177.25,9.25,13.5,5.0,3.75,14.04,9.75,6.5,11.5,0.262298645,3.79375,0.0,20,1.1770492,0.26276922,1.0499267578125,0.55
chr20:34173293-34173299,chr20,WGATAR_1659,34173293,34173299,434,2,16,-2948,422,2.75,16.75,2.25,2.75,2.0,1.75,0.52,2.75,2.25,2.5,0.465960867,6.9208,-0.3575,10,1.1777781,0.1893115,2.074859619140625,0.55
chr20:34178161-34178167,chr20,WGATAR_1663,34178161,34178167,57,2,16,-25585,76,3.0,14.5,4.5,2.75,4.5,1.5,0.52,0.75,4.25,1.0,1.823561996,3.271357142857142,0.0,7,0.34867966,-0.0015833378,-0.4693603515625,0.4
chr20:34178243-34178249,chr20,WGATAR_1662,34178243,34178249,25,3,16,-25503,76,3.25,24.5,4.75,3.75,2.25,1.75,1.04,1.5,4.0,1.75,1.057130152,3.2033333333333336,0.0,7,0.7775298,0.14788699,-8.157562255859375,0.35
chr20:34199193-34199199,chr20,WGATAR_1664,34199193,34199199,7,3,16,-3710,20944,15.25,132.5,8.25,14.75,7.75,10.25,8.84,20.75,19.0,7.75,0.862376101,14.419999999999998,0.0,20,1.2481455,1.1036034,0.632049560546875,0.4
chr20:35399207-35399213,chr20,WGATAR_1667,35399207,35399213,39,2,21,-24715,17,3.25,21.0,7.0,11.75,2.0,2.75,1.56,3.75,5.5,2.75,0.556287445,18.1640625,0.0,18,1.2351351,0.7927263,-8.732711791992188,0.55
chr20:35399230-35399236,chr20,WGATAR_1666,35399230,35399236,16,2,21,-24738,17,4.75,22.25,6.0,11.5,2.0,2.75,1.56,4.5,5.25,3.5,0.397833805,8.075750000000001,0.0,18,1.0236444,0.7054503,-8.371353149414062,0.45
chr20:35399361-35399367,chr20,WGATAR_1665,35399361,35399367,115,2,21,-24869,125,5.25,15.0,5.75,9.0,1.75,2.0,0.0,3.5,4.0,3.25,0.92420176,9.884793103448274,0.529667,18,0.10405588,0.04776907,-60.0103759765625,0.55
chr20:35437465-35437471,chr20,WGATAR_1670,35437465,35437471,62,1,21,-35245,203,23.75,26.75,7.25,8.5,66.75,10.5,22.36,14.0,29.5,7.5,2.219667078,5.186224999999999,0.491833,20,0.37966764,0.26223993,2.5418701171875,0.6
chr20:35437674-35437680,chr20,WGATAR_1669,35437674,35437680,147,3,21,-35454,95,15.0,22.0,10.5,15.25,16.5,5.5,3.12,10.0,15.0,7.0,0.350553881,3.276,0.0,20,1.2056544,0.2579894,0.421234130859375,0.55
chr20:35437775-35437781,chr20,WGATAR_1668,35437775,35437781,248,1,21,-35555,95,6.5,16.5,7.0,11.75,13.25,2.5,0.52,5.25,7.0,6.0,0.131552855,5.244777777777777,0.0,20,0.3190903,0.05446267,-0.3172111511230469,0.25
chr20:35447369-35447375,chr20,WGATAR_1671,35447369,35447375,50,1,21,-45149,3100,4.75,73.75,10.5,3.75,1.25,6.5,0.52,8.5,5.25,7.0,0.240559705,7.357357142857145,1.071,10,0.5205822,0.123910666,-4.192626953125,0.35
chr20:35450475-35450481,chr20,WGATAR_1672,35450475,35450481,28,1,21,-48022,3100,8.5,26.25,7.0,8.25,3.5,11.0,1.56,16.0,12.5,4.75,0.549402315,2.1060277777777774,0.0,20,1.3627025,0.78380704,2.81414794921875,0.45
chr20:35501317-35501323,chr20,WGATAR_1673,35501317,35501323,12,3,21,-3202,498,1.5,8.5,9.25,12.25,5.75,1.75,3.12,8.75,8.25,2.5,0.708206155,3.273,0.130167,16,1.527057,1.3698192,1.1023635864257812,0.45
chr20:35501821-35501827,chr20,WGATAR_1676,35501821,35501827,287,3,21,-2698,57,3.0,11.75,4.0,3.0,1.0,3.75,0.52,2.75,4.0,2.5,0.839427322,3.5728999999999997,0.0615,11,0.47068477,0.42038226,0.2386474609375,0.35
chr20:35501884-35501890,chr20,WGATAR_1678,35501884,35501890,224,3,21,-2635,57,3.75,17.25,5.75,3.0,1.0,5.0,2.08,4.0,5.25,5.5,0.475354692,5.041416666666667,0.0,11,0.38759375,0.27065063,-1.9829864501953125,0.45
chr20:35502113-35502119,chr20,WGATAR_1677,35502113,35502119,5,1,21,-2406,112,7.25,55.5,10.5,7.75,2.25,7.5,0.52,9.5,9.25,11.25,0.776039026,10.394428571428572,0.0,10,1.6951845,0.52755356,2.184326171875,0.5
chr20:35502231-35502237,chr20,WGATAR_1675,35502231,35502237,123,2,21,-2288,45,8.25,56.0,7.0,6.75,2.0,5.25,0.52,8.25,6.75,9.0,0.615223111,4.697,0.0,10,0.31549698,0.08732724,-3.8348541259765625,0.45
chr20:35502282-35502288,chr20,WGATAR_1674,35502282,35502288,174,2,21,-2237,45,8.0,42.5,6.75,6.75,3.75,4.25,1.04,6.75,5.75,7.25,0.027139259,13.06,0.0,10,0.08268142,0.035313845,-6.6992034912109375,0.25
chr20:35533604-35533610,chr20,WGATAR_1682,35533604,35533610,131,4,21,10967,116,3.0,10.5,5.75,4.75,2.25,5.0,0.0,4.5,5.0,5.0,0.523793933,3.4475,0.275833,4,0.16338348,0.010618687,0.2031402587890625,0.5
chr20:35533726-35533732,chr20,WGATAR_1681,35533726,35533732,9,1,21,11089,23,3.0,28.5,8.0,8.25,2.25,5.25,0.0,6.75,4.0,7.5,0.328204018,6.7398,0.0,4,1.5719918,0.79560375,-0.077392578125,0.35
chr20:35533755-35533761,chr20,WGATAR_1680,35533755,35533761,20,4,21,-615848,23,3.0,28.5,8.0,8.25,2.25,5.25,0.0,6.75,4.0,7.5,0.334252366,9.915714285714285,0.0,4,-0.14977384,-0.40209818,-7.0294952392578125,0.3
chr20:35533902-35533908,chr20,WGATAR_1679,35533902,35533908,167,1,21,-624534,141,2.0,18.75,6.25,4.75,2.0,5.25,0.0,3.75,4.25,7.5,0.333098847,26.12142857142857,0.0,1,0.08888191,-0.004929781,-105.7862548828125,0.25
chr20:35552882-35552888,chr20,WGATAR_1683,35552882,35552888,119,1,21,30245,133,5.75,24.25,11.0,8.5,3.75,3.0,1.04,5.75,6.0,5.75,1.247700606,1.6403636363636365,0.0,16,1.1183257,0.100387335,0.99468994140625,0.5
chr20:35553021-35553027,chr20,WGATAR_1685,35553021,35553027,33,4,21,30384,62,5.75,34.25,16.5,14.0,5.5,4.0,2.6,4.75,7.0,6.25,0.309759849,2.58325,0.0,16,0.54169536,0.23971677,2.73907470703125,0.2
chr20:35553089-35553095,chr20,WGATAR_1684,35553089,35553095,35,1,21,-752197,62,4.0,29.75,16.5,14.0,8.0,4.0,1.04,4.5,9.5,5.75,0.509578,0.0,0.0,16,0.89650965,0.23200703,-9.4453125,0.4
chr20:35561136-35561142,chr20,WGATAR_1688,35561136,35561142,291,5,21,-970372,62,2.0,14.0,4.25,3.25,3.5,2.5,0.0,1.75,3.5,2.5,-0.007079183,0.0,0.0,4,0.45757532,0.23577738,-56.87068176269531,0.4
chr20:35561204-35561210,chr20,WGATAR_1687,35561204,35561210,223,1,21,38567,62,2.25,18.25,4.5,4.0,3.0,3.75,0.0,1.75,5.0,2.25,-0.043255345,9.1435,0.0,1,0.7615187,0.4675846,-20.52880859375,0.35
chr20:35561471-35561477,chr20,WGATAR_1686,35561471,35561477,44,2,21,-1100651,261,3.25,19.75,6.0,1.25,3.75,7.5,0.52,3.0,2.0,4.75,0.333068571,5.553727272727272,-0.065,10,0.6679555,0.21274018,-1.60662841796875,0.35
chr20:35619056-35619062,chr20,WGATAR_1689,35619056,35619062,53,1,21,-38753,36921,3.25,19.25,15.5,16.25,3.5,6.0,2.6,5.5,4.5,4.0,0.480995605,4.4928,-0.0448333,4,0.39226925,0.040143013,-2.38671875,0.5
chr20:35655983-35655989,chr20,WGATAR_1692,35655983,35655989,41,4,21,-5597,-1,3.75,40.25,6.0,16.5,1.75,2.0,1.04,6.5,4.25,4.5,0.676114687,12.61625,-0.145,16,0.1405487,-0.4432168,0.85247802734375,0.25
chr20:35655988-35655994,chr20,WGATAR_1691,35655988,35655994,36,3,21,-5602,-1,3.75,40.25,6.0,16.5,1.75,2.0,1.04,6.5,4.25,4.5,0.480910171,13.13230769230769,0.0,16,0.10687232,0.1044054,3.651580810546875,0.35
chr20:35656024-35656030,chr20,WGATAR_1690,35656024,35656030,0,3,21,-5638,30,4.0,37.75,6.0,16.0,2.0,2.0,1.04,5.75,4.0,4.25,0.518419111,6.275636363636363,0.0,10,0.22696185,0.5259669,-2.931854248046875,0.25
chr20:35783317-35783323,chr20,WGATAR_1695,35783317,35783323,61,2,21,-23491,20,5.0,130.0,53.0,125.25,2.5,7.75,5.2,12.0,8.75,20.75,0.860691231,7.723761904761904,0.0385,16,1.5833596,0.9083278,-0.662841796875,0.6
chr20:35783343-35783349,chr20,WGATAR_1694,35783343,35783349,87,3,21,-23465,20,5.25,124.25,50.25,108.0,2.25,6.25,3.64,12.5,7.25,18.0,0.717202368,9.171391304347827,0.0,16,0.066462755,0.09129119,-0.647216796875,0.45
chr20:35783599-35783605,chr20,WGATAR_1693,35783599,35783605,343,5,21,-23209,250,1.25,21.75,8.5,7.0,2.0,1.0,1.04,1.0,4.0,2.25,0.265205003,7.103111111111111,0.0,0,0.08928788,-0.0068011284,-8.56671142578125,0.35
chr20:35805982-35805988,chr20,WGATAR_1698,35805982,35805988,907,2,21,-826,152,3.5,10.25,6.75,3.25,2.5,2.25,0.0,0.5,3.75,3.75,0.678431835,1.6116190476190473,0.0,7,0.13659197,0.060701847,0.316314697265625,0.3
chr20:35806140-35806146,chr20,WGATAR_1697,35806140,35806146,749,3,21,-668,113,3.25,12.75,6.25,2.5,7.25,2.25,1.04,1.25,2.0,1.5,0.800646016,6.09425,0.0,5,0.10664201,0.10015583,4.3822021484375,0.3
chr20:35806259-35806265,chr20,WGATAR_1696,35806259,35806265,630,1,21,-549,113,3.25,16.75,7.75,3.0,9.5,2.25,0.52,3.5,0.75,2.0,0.848990932,6.509999999999999,0.0,12,0.2541995,0.036738873,-1.0829849243164062,0.45
chr20:35806897-35806903,chr20,WGATAR_1700,35806897,35806903,8,2,21,-12183,35,21.5,171.25,12.75,11.0,135.0,11.5,22.36,17.5,15.75,8.75,0.378563117,9.90865217391304,0.0,26,1.6510718,0.53800726,-1.570709228515625,0.4
chr20:35806938-35806944,chr20,WGATAR_1699,35806938,35806944,49,4,21,-12224,35,16.25,155.25,13.25,10.0,99.25,11.0,21.32,15.5,17.0,8.5,0.37029044,6.118692307692308,0.0,26,0.3384447,0.108024836,-0.9697265625,0.45
chr20:35928754-35928760,chr20,WGATAR_1702,35928754,35928760,12,3,21,-38517,86,4.75,37.25,11.25,6.75,4.5,6.25,1.04,4.5,8.75,3.25,0.746692114,3.5507500000000003,0.0,16,1.832752,0.30212235,0.7910022735595703,0.5
chr20:35928846-35928852,chr20,WGATAR_1701,35928846,35928852,80,2,21,-38609,86,6.0,40.0,10.5,7.0,5.25,6.25,0.52,6.25,7.25,5.25,1.184722239,2.8968333333333334,0.0838333,10,1.2396286,0.28723192,-3.4496307373046875,0.5
chr20:35943095-35943101,chr20,WGATAR_1704,35943095,35943101,71,3,21,-29988,52,2.25,13.25,5.75,7.5,2.75,5.0,0.52,4.5,2.0,1.25,1.01549976,5.7678,0.609333,5,0.4888823,0.5419178,1.8312950134277344,0.55
chr20:35943153-35943159,chr20,WGATAR_1703,35943153,35943159,13,1,21,-29930,52,1.75,17.25,7.25,10.0,3.25,6.0,0.52,4.75,2.0,1.75,0.57186768,4.31656,0.0,5,0.905293,0.63981676,-0.6893310546875,0.35
chr20:36155002-36155008,chr20,WGATAR_1705,36155002,36155008,11,1,21,-3434,1487,3.5,33.0,7.25,16.25,4.5,4.0,1.56,2.5,6.75,5.5,0.465473292,21.374000000000002,0.0,14,1.7589761,0.71623826,-0.1754608154296875,0.4
chr20:36156495-36156501,chr20,WGATAR_1706,36156495,36156501,6,1,21,-163,1487,15.0,35.5,74.25,6.25,11.75,14.0,16.64,28.25,25.25,7.75,0.45500682,13.815161290322582,1.359,26,0.6686919,0.06641245,-13.38299560546875,0.35
chr20:47570426-47570432,chr20,WGATAR_1708,47570426,47570432,26,3,13,-104432,4,1.75,27.75,9.75,7.0,0.75,1.25,2.08,4.0,7.25,2.25,0.205933892,2.9408333333333334,0.0,9,0.28083348,0.42495728,-6.64715576171875,0.35
chr20:47570436-47570442,chr20,WGATAR_1707,47570436,47570442,16,1,13,-92342,4,1.75,27.75,9.75,7.0,0.75,1.25,2.08,4.0,7.25,2.25,-0.277618996,7.93975,0.0,9,1.255539,0.47841334,0.31134033203125,0.5
chr20:47570608-47570614,chr20,WGATAR_1709,47570608,47570614,156,1,13,-104614,166,0.25,14.5,7.0,3.5,1.75,2.25,1.56,2.25,4.5,2.5,0.255680032,4.386599999999999,-0.0356667,9,0.2787335,0.03499055,-0.04486083984375,0.25
chr20:47573568-47573574,chr20,WGATAR_1712,47573568,47573574,515,2,13,-107574,111,1.25,12.0,2.75,3.0,2.25,2.75,0.52,3.25,1.5,2.0,0.072508766,6.870699999999999,0.0,27,1.0446408,0.22074604,-0.913482666015625,0.6
chr20:47573685-47573691,chr20,WGATAR_1711,47573685,47573691,398,3,13,-107691,70,3.25,20.5,3.75,6.75,2.25,4.5,3.12,8.25,4.0,4.0,0.23558514,8.386,0.0,27,0.53791595,0.16189098,-3.3990020751953125,0.45
chr20:47573761-47573767,chr20,WGATAR_1710,47573761,47573767,322,2,13,-107767,70,4.25,22.25,3.75,7.5,2.25,5.25,5.72,7.5,5.25,4.25,0.315576935,4.151333333333333,0.0,16,1.4134822,0.43295908,-0.5980224609375,0.4
chr20:47574020-47574026,chr20,WGATAR_1715,47574020,47574026,63,2,13,-108026,104,5.5,14.5,5.0,4.0,4.0,2.5,1.56,3.75,7.75,3.5,0.54370491,5.384409090909091,0.0,16,0.3838411,0.38116288,-6.04681396484375,0.45
chr20:47574130-47574136,chr20,WGATAR_1714,47574130,47574136,47,3,13,-108136,50,5.0,13.75,7.0,5.25,4.5,4.0,3.64,2.5,6.5,5.0,0.373123725,2.1494999999999997,0.0,16,0.119047284,0.037697315,-0.87615966796875,0.3
chr20:47574186-47574192,chr20,WGATAR_1713,47574186,47574192,103,3,13,-108192,50,4.25,14.75,7.25,6.25,5.25,5.0,2.08,2.5,5.5,4.25,0.67524106,5.217874999999999,0.364333,16,0.8370689,0.6933689,0.8643722534179688,0.3
chr20:47654698-47654704,chr20,WGATAR_1716,47654698,47654704,3,2,13,-188704,16052,11.0,127.75,23.75,28.0,5.5,15.0,3.64,21.5,26.0,23.75,0.034108027,4.526249999999999,0.173,16,1.2896067,0.45258975,-1.28851318359375,0.4
chr20:47670756-47670762,chr20,WGATAR_1719,47670756,47670762,27,2,13,-8052,44,2.75,19.0,11.5,6.5,2.25,5.75,2.08,7.5,3.25,3.5,0.526790617,11.571818181818182,0.946167,16,0.14936697,0.19102573,-0.726654052734375,0.25
chr20:47670806-47670812,chr20,WGATAR_1718,47670806,47670812,23,1,13,-8102,44,3.0,21.25,12.0,7.25,1.25,4.75,2.6,7.25,4.0,3.25,0.340447831,2.5625416666666667,0.0,16,0.7912488,1.1134648,-0.394775390625,0.45
chr20:47670872-47670878,chr20,WGATAR_1717,47670872,47670878,89,2,13,-8168,60,4.5,23.0,13.25,7.75,0.75,3.75,3.64,6.5,5.5,3.25,0.064742029,12.706666666666665,0.0,16,0.33387256,0.32813883,-0.124755859375,0.45
chr20:47753702-47753708,chr20,WGATAR_1720,47753702,47753708,236,3,13,-82125,220,5.0,42.0,9.75,13.0,4.0,2.75,5.2,8.25,11.5,5.25,-0.222128112,1.774,0.0,10,0.012332916,-0.010944128,-4.835418701171875,0.3
chr20:47753928-47753934,chr20,WGATAR_1727,47753928,47753934,10,3,13,-81899,24,6.5,188.25,27.5,51.25,7.25,5.5,4.16,19.75,17.0,12.0,0.551633704,4.002538461538461,0.0,10,0.276955,0.13147163,1.625,0.35
chr20:47753958-47753964,chr20,WGATAR_1726,47753958,47753964,20,1,13,-81869,11,6.5,188.25,27.5,51.25,7.25,5.5,3.64,19.75,17.0,12.0,0.131834597,1.1971818181818181,0.0,10,-0.45869255,0.29216146,0.414215087890625,0.35
chr20:47753975-47753981,chr20,WGATAR_1725,47753975,47753981,37,2,13,-81852,9,6.5,183.5,27.0,52.25,7.0,5.5,3.64,22.25,17.25,10.5,0.225908938,5.784090909090909,0.0,10,0.31795502,0.35262632,-2.48095703125,0.4
chr20:47753990-47753996,chr20,WGATAR_1724,47753990,47753996,52,1,13,-81837,9,6.5,183.5,27.0,52.25,7.0,5.5,4.16,22.25,17.25,10.5,0.329483526,2.6163333333333334,0.0,10,0.36243176,0.36635017,-2.8218650817871094,0.4
chr20:47754089-47754095,chr20,WGATAR_1723,47754089,47754095,151,1,13,-81738,58,6.25,132.5,22.5,32.0,6.0,7.0,3.12,16.0,10.25,9.25,0.72219031,7.676666666666668,0.0,10,0.11926484,0.06313181,-0.5501861572265625,0.35
chr20:47754153-47754159,chr20,WGATAR_1722,47754153,47754159,215,3,13,-81674,19,6.5,99.75,18.75,25.25,6.0,7.0,1.04,13.25,6.25,8.5,0.266272683,1.0498333333333334,0.0,7,0.62897277,0.10267806,-2.240142822265625,0.3
chr20:47754178-47754184,chr20,WGATAR_1721,47754178,47754184,240,3,13,-81649,19,6.5,79.0,16.0,20.75,6.25,6.25,1.04,12.5,4.75,6.75,0.113085453,5.896444444444445,0.0,7,0.3507378,0.060903788,-2.75653076171875,0.35
chr20:47776898-47776904,chr20,WGATAR_1732,47776898,47776904,65,4,13,-58929,20,4.0,17.25,6.75,8.0,3.75,3.0,2.6,2.5,5.0,3.0,0.061142898,6.087,0.0,1,0.17179227,0.08808327,-0.744171142578125,0.35
chr20:47776924-47776930,chr20,WGATAR_1731,47776924,47776930,39,1,13,-58903,20,4.25,20.75,8.0,10.25,4.25,3.0,2.6,2.5,6.0,3.0,0.15415708,2.8241333333333327,0.0,1,0.24770498,0.26788616,1.3979644775390625,0.45
chr20:47776971-47776977,chr20,WGATAR_1730,47776971,47776977,8,3,13,-58856,41,4.25,20.75,8.0,10.25,4.25,3.0,0.52,2.5,6.0,3.0,0.617920739,4.730722222222222,0.0,4,0.9279437,0.56861377,2.183135986328125,0.25
chr20:47777103-47777109,chr20,WGATAR_1729,47777103,47777109,140,3,13,-58724,112,4.25,20.25,10.25,13.0,2.25,3.0,0.0,2.0,6.5,2.0,0.0596427,5.044444444444445,0.0,4,1.4388936,0.25234604,-0.2830810546875,0.25
chr20:47777221-47777227,chr20,WGATAR_1728,47777221,47777227,258,1,13,-58606,112,3.0,11.75,9.75,5.75,3.0,2.0,0.0,1.5,5.0,3.5,0.6659078,6.3460294117647065,0.456333,4,0.2321769,-0.004262209,-0.0699462890625,0.35
chr20:47803671-47803677,chr20,WGATAR_1733,47803671,47803677,359,2,13,-32156,405,14.75,23.75,10.5,4.5,5.5,4.5,5.72,6.25,10.75,2.0,0.692121584,14.855909090909092,0.0,17,0.476282,0.16299796,-0.9433212280273438,0.5
chr20:47804082-47804088,chr20,WGATAR_1734,47804082,47804088,52,3,13,-31745,405,7.75,36.0,11.0,9.25,3.0,5.25,6.24,6.5,8.0,6.25,1.14708286,18.604000000000003,2.19233,15,1.498234,0.77291775,0.29889678955078125,0.45
chr20:47847092-47847098,chr20,WGATAR_1736,47847092,47847098,44,3,13,-42189,90,5.75,65.25,24.25,30.25,6.25,5.75,16.64,13.25,14.0,7.0,0.37774833,3.1822500000000007,0.0,16,0.8132076,0.18818998,-0.943115234375,0.4
chr20:47847188-47847194,chr20,WGATAR_1735,47847188,47847194,140,3,13,-42285,90,5.25,59.25,18.5,24.75,4.75,6.75,14.56,14.0,13.5,6.5,0.985897875,5.9502500000000005,0.0,16,0.9607064,0.38130736,-1.2441635131835938,0.5
chr20:47847668-47847674,chr20,WGATAR_1737,47847668,47847674,4,3,13,-42765,474,5.25,31.0,12.25,9.75,6.75,5.75,8.84,18.75,12.75,5.25,0.405366823,4.229722222222223,-0.0368333,25,1.463475,0.3967247,5.68609619140625,0.35
chr20:47862969-47862975,chr20,WGATAR_1739,47862969,47862975,9,1,13,-31741,334,8.25,97.0,10.75,3.0,23.5,6.25,5.2,9.0,6.0,7.0,0.55410008,8.22075,0.0108333,27,1.8101108,0.7072618,2.81268310546875,0.65
chr20:47863309-47863315,chr20,WGATAR_1738,47863309,47863315,331,3,13,-31401,334,22.25,32.0,6.5,2.0,125.75,4.25,3.12,10.75,8.25,5.5,0.273875261,20.699,0.0,27,0.5230742,-0.0027713776,-0.45281982421875,0.4
